#  E (eV)   dos(E)     Int dos(E)
-10.200  0.1959E+02  0.1887E+03
-10.180  0.1984E+02  0.1891E+03
-10.160  0.2037E+02  0.1895E+03
-10.140  0.2115E+02  0.1899E+03
-10.120  0.2214E+02  0.1903E+03
-10.100  0.2331E+02  0.1908E+03
-10.080  0.2457E+02  0.1913E+03
-10.060  0.2586E+02  0.1918E+03
-10.040  0.2712E+02  0.1923E+03
-10.020  0.2830E+02  0.1929E+03
-10.000  0.2936E+02  0.1935E+03
 -9.980  0.3027E+02  0.1941E+03
 -9.960  0.3102E+02  0.1947E+03
 -9.940  0.3161E+02  0.1954E+03
 -9.920  0.3206E+02  0.1960E+03
 -9.900  0.3240E+02  0.1966E+03
 -9.880  0.3267E+02  0.1973E+03
 -9.860  0.3291E+02  0.1980E+03
 -9.840  0.3316E+02  0.1986E+03
 -9.820  0.3345E+02  0.1993E+03
 -9.800  0.3380E+02  0.2000E+03
 -9.780  0.3421E+02  0.2006E+03
 -9.760  0.3466E+02  0.2013E+03
 -9.740  0.3515E+02  0.2020E+03
 -9.720  0.3564E+02  0.2028E+03
 -9.700  0.3610E+02  0.2035E+03
 -9.680  0.3651E+02  0.2042E+03
 -9.660  0.3686E+02  0.2049E+03
 -9.640  0.3714E+02  0.2057E+03
 -9.620  0.3734E+02  0.2064E+03
 -9.600  0.3747E+02  0.2072E+03
 -9.580  0.3754E+02  0.2079E+03
 -9.560  0.3756E+02  0.2087E+03
 -9.540  0.3755E+02  0.2094E+03
 -9.520  0.3752E+02  0.2102E+03
 -9.500  0.3747E+02  0.2109E+03
 -9.480  0.3743E+02  0.2117E+03
 -9.460  0.3740E+02  0.2124E+03
 -9.440  0.3738E+02  0.2132E+03
 -9.420  0.3739E+02  0.2139E+03
 -9.400  0.3744E+02  0.2147E+03
 -9.380  0.3754E+02  0.2154E+03
 -9.360  0.3772E+02  0.2162E+03
 -9.340  0.3798E+02  0.2169E+03
 -9.320  0.3835E+02  0.2177E+03
 -9.300  0.3883E+02  0.2185E+03
 -9.280  0.3940E+02  0.2193E+03
 -9.260  0.4004E+02  0.2201E+03
 -9.240  0.4071E+02  0.2209E+03
 -9.220  0.4135E+02  0.2217E+03
 -9.200  0.4191E+02  0.2226E+03
 -9.180  0.4236E+02  0.2234E+03
 -9.160  0.4267E+02  0.2243E+03
 -9.140  0.4284E+02  0.2251E+03
 -9.120  0.4289E+02  0.2260E+03
 -9.100  0.4287E+02  0.2268E+03
 -9.080  0.4284E+02  0.2277E+03
 -9.060  0.4288E+02  0.2285E+03
 -9.040  0.4306E+02  0.2294E+03
 -9.020  0.4344E+02  0.2303E+03
 -9.000  0.4407E+02  0.2312E+03
 -8.980  0.4495E+02  0.2321E+03
 -8.960  0.4609E+02  0.2330E+03
 -8.940  0.4743E+02  0.2339E+03
 -8.920  0.4890E+02  0.2349E+03
 -8.900  0.5040E+02  0.2359E+03
 -8.880  0.5182E+02  0.2369E+03
 -8.860  0.5305E+02  0.2380E+03
 -8.840  0.5400E+02  0.2391E+03
 -8.820  0.5457E+02  0.2402E+03
 -8.800  0.5474E+02  0.2413E+03
 -8.780  0.5450E+02  0.2424E+03
 -8.760  0.5390E+02  0.2434E+03
 -8.740  0.5302E+02  0.2445E+03
 -8.720  0.5195E+02  0.2455E+03
 -8.700  0.5080E+02  0.2466E+03
 -8.680  0.4965E+02  0.2475E+03
 -8.660  0.4857E+02  0.2485E+03
 -8.640  0.4758E+02  0.2495E+03
 -8.620  0.4669E+02  0.2504E+03
 -8.600  0.4590E+02  0.2513E+03
 -8.580  0.4516E+02  0.2522E+03
 -8.560  0.4446E+02  0.2531E+03
 -8.540  0.4379E+02  0.2540E+03
 -8.520  0.4315E+02  0.2549E+03
 -8.500  0.4255E+02  0.2557E+03
 -8.480  0.4201E+02  0.2565E+03
 -8.460  0.4153E+02  0.2574E+03
 -8.440  0.4114E+02  0.2582E+03
 -8.420  0.4082E+02  0.2590E+03
 -8.400  0.4054E+02  0.2598E+03
 -8.380  0.4028E+02  0.2606E+03
 -8.360  0.3998E+02  0.2614E+03
 -8.340  0.3963E+02  0.2622E+03
 -8.320  0.3919E+02  0.2630E+03
 -8.300  0.3867E+02  0.2638E+03
 -8.280  0.3810E+02  0.2645E+03
 -8.260  0.3752E+02  0.2653E+03
 -8.240  0.3697E+02  0.2660E+03
 -8.220  0.3651E+02  0.2668E+03
 -8.200  0.3617E+02  0.2675E+03
 -8.180  0.3597E+02  0.2682E+03
 -8.160  0.3590E+02  0.2689E+03
 -8.140  0.3593E+02  0.2696E+03
 -8.120  0.3602E+02  0.2704E+03
 -8.100  0.3611E+02  0.2711E+03
 -8.080  0.3616E+02  0.2718E+03
 -8.060  0.3613E+02  0.2725E+03
 -8.040  0.3602E+02  0.2732E+03
 -8.020  0.3581E+02  0.2740E+03
 -8.000  0.3553E+02  0.2747E+03
 -7.980  0.3520E+02  0.2754E+03
 -7.960  0.3483E+02  0.2761E+03
 -7.940  0.3446E+02  0.2768E+03
 -7.920  0.3410E+02  0.2774E+03
 -7.900  0.3376E+02  0.2781E+03
 -7.880  0.3345E+02  0.2788E+03
 -7.860  0.3320E+02  0.2795E+03
 -7.840  0.3299E+02  0.2801E+03
 -7.820  0.3285E+02  0.2808E+03
 -7.800  0.3278E+02  0.2814E+03
 -7.780  0.3276E+02  0.2821E+03
 -7.760  0.3278E+02  0.2827E+03
 -7.740  0.3283E+02  0.2834E+03
 -7.720  0.3288E+02  0.2841E+03
 -7.700  0.3292E+02  0.2847E+03
 -7.680  0.3291E+02  0.2854E+03
 -7.660  0.3286E+02  0.2860E+03
 -7.640  0.3275E+02  0.2867E+03
 -7.620  0.3259E+02  0.2873E+03
 -7.600  0.3238E+02  0.2880E+03
 -7.580  0.3213E+02  0.2886E+03
 -7.560  0.3185E+02  0.2893E+03
 -7.540  0.3155E+02  0.2899E+03
 -7.520  0.3125E+02  0.2905E+03
 -7.500  0.3098E+02  0.2911E+03
 -7.480  0.3075E+02  0.2918E+03
 -7.460  0.3058E+02  0.2924E+03
 -7.440  0.3049E+02  0.2930E+03
 -7.420  0.3046E+02  0.2936E+03
 -7.400  0.3051E+02  0.2942E+03
 -7.380  0.3059E+02  0.2948E+03
 -7.360  0.3070E+02  0.2954E+03
 -7.340  0.3081E+02  0.2960E+03
 -7.320  0.3089E+02  0.2967E+03
 -7.300  0.3093E+02  0.2973E+03
 -7.280  0.3090E+02  0.2979E+03
 -7.260  0.3080E+02  0.2985E+03
 -7.240  0.3063E+02  0.2991E+03
 -7.220  0.3038E+02  0.2997E+03
 -7.200  0.3007E+02  0.3003E+03
 -7.180  0.2972E+02  0.3009E+03
 -7.160  0.2939E+02  0.3015E+03
 -7.140  0.2909E+02  0.3021E+03
 -7.120  0.2888E+02  0.3027E+03
 -7.100  0.2878E+02  0.3032E+03
 -7.080  0.2879E+02  0.3038E+03
 -7.060  0.2890E+02  0.3044E+03
 -7.040  0.2908E+02  0.3050E+03
 -7.020  0.2927E+02  0.3056E+03
 -7.000  0.2945E+02  0.3062E+03
 -6.980  0.2956E+02  0.3067E+03
 -6.960  0.2959E+02  0.3073E+03
 -6.940  0.2952E+02  0.3079E+03
 -6.920  0.2937E+02  0.3085E+03
 -6.900  0.2916E+02  0.3091E+03
 -6.880  0.2891E+02  0.3097E+03
 -6.860  0.2866E+02  0.3103E+03
 -6.840  0.2841E+02  0.3108E+03
 -6.820  0.2818E+02  0.3114E+03
 -6.800  0.2800E+02  0.3119E+03
 -6.780  0.2785E+02  0.3125E+03
 -6.760  0.2776E+02  0.3131E+03
 -6.740  0.2774E+02  0.3136E+03
 -6.720  0.2778E+02  0.3142E+03
 -6.700  0.2788E+02  0.3147E+03
 -6.680  0.2804E+02  0.3153E+03
 -6.660  0.2822E+02  0.3158E+03
 -6.640  0.2839E+02  0.3164E+03
 -6.620  0.2851E+02  0.3170E+03
 -6.600  0.2854E+02  0.3176E+03
 -6.580  0.2845E+02  0.3181E+03
 -6.560  0.2825E+02  0.3187E+03
 -6.540  0.2795E+02  0.3192E+03
 -6.520  0.2760E+02  0.3198E+03
 -6.500  0.2726E+02  0.3203E+03
 -6.480  0.2697E+02  0.3209E+03
 -6.460  0.2679E+02  0.3214E+03
 -6.440  0.2674E+02  0.3220E+03
 -6.420  0.2681E+02  0.3225E+03
 -6.400  0.2699E+02  0.3230E+03
 -6.380  0.2722E+02  0.3236E+03
 -6.360  0.2745E+02  0.3241E+03
 -6.340  0.2762E+02  0.3247E+03
 -6.320  0.2771E+02  0.3252E+03
 -6.300  0.2770E+02  0.3258E+03
 -6.280  0.2760E+02  0.3263E+03
 -6.260  0.2742E+02  0.3269E+03
 -6.240  0.2722E+02  0.3274E+03
 -6.220  0.2703E+02  0.3280E+03
 -6.200  0.2686E+02  0.3285E+03
 -6.180  0.2674E+02  0.3290E+03
 -6.160  0.2667E+02  0.3296E+03
 -6.140  0.2662E+02  0.3301E+03
 -6.120  0.2660E+02  0.3306E+03
 -6.100  0.2658E+02  0.3312E+03
 -6.080  0.2657E+02  0.3317E+03
 -6.060  0.2655E+02  0.3322E+03
 -6.040  0.2656E+02  0.3328E+03
 -6.020  0.2658E+02  0.3333E+03
 -6.000  0.2664E+02  0.3338E+03
 -5.980  0.2673E+02  0.3344E+03
 -5.960  0.2682E+02  0.3349E+03
 -5.940  0.2692E+02  0.3354E+03
 -5.920  0.2698E+02  0.3360E+03
 -5.900  0.2699E+02  0.3365E+03
 -5.880  0.2694E+02  0.3371E+03
 -5.860  0.2683E+02  0.3376E+03
 -5.840  0.2669E+02  0.3381E+03
 -5.820  0.2651E+02  0.3387E+03
 -5.800  0.2634E+02  0.3392E+03
 -5.780  0.2620E+02  0.3397E+03
 -5.760  0.2609E+02  0.3402E+03
 -5.740  0.2604E+02  0.3408E+03
 -5.720  0.2604E+02  0.3413E+03
 -5.700  0.2610E+02  0.3418E+03
 -5.680  0.2621E+02  0.3423E+03
 -5.660  0.2636E+02  0.3428E+03
 -5.640  0.2652E+02  0.3434E+03
 -5.620  0.2668E+02  0.3439E+03
 -5.600  0.2681E+02  0.3444E+03
 -5.580  0.2686E+02  0.3450E+03
 -5.560  0.2680E+02  0.3455E+03
 -5.540  0.2660E+02  0.3461E+03
 -5.520  0.2625E+02  0.3466E+03
 -5.500  0.2574E+02  0.3471E+03
 -5.480  0.2507E+02  0.3476E+03
 -5.460  0.2429E+02  0.3481E+03
 -5.440  0.2344E+02  0.3485E+03
 -5.420  0.2257E+02  0.3490E+03
 -5.400  0.2173E+02  0.3494E+03
 -5.380  0.2097E+02  0.3499E+03
 -5.360  0.2033E+02  0.3503E+03
 -5.340  0.1982E+02  0.3507E+03
 -5.320  0.1943E+02  0.3510E+03
 -5.300  0.1915E+02  0.3514E+03
 -5.280  0.1895E+02  0.3518E+03
 -5.260  0.1880E+02  0.3522E+03
 -5.240  0.1868E+02  0.3526E+03
 -5.220  0.1857E+02  0.3529E+03
 -5.200  0.1847E+02  0.3533E+03
 -5.180  0.1839E+02  0.3537E+03
 -5.160  0.1832E+02  0.3540E+03
 -5.140  0.1828E+02  0.3544E+03
 -5.120  0.1826E+02  0.3548E+03
 -5.100  0.1826E+02  0.3551E+03
 -5.080  0.1830E+02  0.3555E+03
 -5.060  0.1838E+02  0.3559E+03
 -5.040  0.1852E+02  0.3562E+03
 -5.020  0.1875E+02  0.3566E+03
 -5.000  0.1907E+02  0.3570E+03
 -4.980  0.1950E+02  0.3574E+03
 -4.960  0.2004E+02  0.3578E+03
 -4.940  0.2067E+02  0.3582E+03
 -4.920  0.2137E+02  0.3586E+03
 -4.900  0.2210E+02  0.3591E+03
 -4.880  0.2282E+02  0.3595E+03
 -4.860  0.2351E+02  0.3600E+03
 -4.840  0.2414E+02  0.3605E+03
 -4.820  0.2469E+02  0.3610E+03
 -4.800  0.2516E+02  0.3615E+03
 -4.780  0.2553E+02  0.3620E+03
 -4.760  0.2579E+02  0.3625E+03
 -4.740  0.2593E+02  0.3630E+03
 -4.720  0.2594E+02  0.3635E+03
 -4.700  0.2582E+02  0.3640E+03
 -4.680  0.2560E+02  0.3646E+03
 -4.660  0.2529E+02  0.3651E+03
 -4.640  0.2493E+02  0.3656E+03
 -4.620  0.2452E+02  0.3661E+03
 -4.600  0.2409E+02  0.3665E+03
 -4.580  0.2362E+02  0.3670E+03
 -4.560  0.2309E+02  0.3675E+03
 -4.540  0.2248E+02  0.3679E+03
 -4.520  0.2177E+02  0.3684E+03
 -4.500  0.2095E+02  0.3688E+03
 -4.480  0.2003E+02  0.3692E+03
 -4.460  0.1905E+02  0.3696E+03
 -4.440  0.1806E+02  0.3699E+03
 -4.420  0.1711E+02  0.3703E+03
 -4.400  0.1626E+02  0.3706E+03
 -4.380  0.1556E+02  0.3709E+03
 -4.360  0.1502E+02  0.3712E+03
 -4.340  0.1465E+02  0.3715E+03
 -4.320  0.1444E+02  0.3718E+03
 -4.300  0.1435E+02  0.3721E+03
 -4.280  0.1434E+02  0.3724E+03
 -4.260  0.1436E+02  0.3726E+03
 -4.240  0.1436E+02  0.3729E+03
 -4.220  0.1429E+02  0.3732E+03
 -4.200  0.1414E+02  0.3735E+03
 -4.180  0.1388E+02  0.3738E+03
 -4.160  0.1352E+02  0.3740E+03
 -4.140  0.1307E+02  0.3743E+03
 -4.120  0.1257E+02  0.3746E+03
 -4.100  0.1205E+02  0.3748E+03
 -4.080  0.1156E+02  0.3750E+03
 -4.060  0.1113E+02  0.3753E+03
 -4.040  0.1077E+02  0.3755E+03
 -4.020  0.1050E+02  0.3757E+03
 -4.000  0.1032E+02  0.3759E+03
 -3.980  0.1021E+02  0.3761E+03
 -3.960  0.1017E+02  0.3763E+03
 -3.940  0.1016E+02  0.3765E+03
 -3.920  0.1017E+02  0.3767E+03
 -3.900  0.1017E+02  0.3769E+03
 -3.880  0.1014E+02  0.3771E+03
 -3.860  0.1006E+02  0.3773E+03
 -3.840  0.9923E+01  0.3775E+03
 -3.820  0.9720E+01  0.3777E+03
 -3.800  0.9458E+01  0.3779E+03
 -3.780  0.9150E+01  0.3781E+03
 -3.760  0.8815E+01  0.3782E+03
 -3.740  0.8478E+01  0.3784E+03
 -3.720  0.8164E+01  0.3786E+03
 -3.700  0.7891E+01  0.3787E+03
 -3.680  0.7672E+01  0.3789E+03
 -3.660  0.7510E+01  0.3790E+03
 -3.640  0.7403E+01  0.3792E+03
 -3.620  0.7339E+01  0.3793E+03
 -3.600  0.7305E+01  0.3795E+03
 -3.580  0.7286E+01  0.3796E+03
 -3.560  0.7267E+01  0.3798E+03
 -3.540  0.7235E+01  0.3799E+03
 -3.520  0.7179E+01  0.3801E+03
 -3.500  0.7091E+01  0.3802E+03
 -3.480  0.6965E+01  0.3803E+03
 -3.460  0.6800E+01  0.3805E+03
 -3.440  0.6600E+01  0.3806E+03
 -3.420  0.6371E+01  0.3807E+03
 -3.400  0.6125E+01  0.3809E+03
 -3.380  0.5878E+01  0.3810E+03
 -3.360  0.5646E+01  0.3811E+03
 -3.340  0.5443E+01  0.3812E+03
 -3.320  0.5282E+01  0.3813E+03
 -3.300  0.5167E+01  0.3814E+03
 -3.280  0.5096E+01  0.3815E+03
 -3.260  0.5059E+01  0.3816E+03
 -3.240  0.5042E+01  0.3817E+03
 -3.220  0.5026E+01  0.3818E+03
 -3.200  0.4993E+01  0.3819E+03
 -3.180  0.4929E+01  0.3820E+03
 -3.160  0.4829E+01  0.3821E+03
 -3.140  0.4693E+01  0.3822E+03
 -3.120  0.4530E+01  0.3823E+03
 -3.100  0.4352E+01  0.3824E+03
 -3.080  0.4172E+01  0.3825E+03
 -3.060  0.4001E+01  0.3825E+03
 -3.040  0.3846E+01  0.3826E+03
 -3.020  0.3709E+01  0.3827E+03
 -3.000  0.3587E+01  0.3828E+03
 -2.980  0.3473E+01  0.3828E+03
 -2.960  0.3365E+01  0.3829E+03
 -2.940  0.3258E+01  0.3830E+03
 -2.920  0.3153E+01  0.3830E+03
 -2.900  0.3054E+01  0.3831E+03
 -2.880  0.2963E+01  0.3831E+03
 -2.860  0.2883E+01  0.3832E+03
 -2.840  0.2815E+01  0.3833E+03
 -2.820  0.2754E+01  0.3833E+03
 -2.800  0.2692E+01  0.3834E+03
 -2.780  0.2618E+01  0.3834E+03
 -2.760  0.2523E+01  0.3835E+03
 -2.740  0.2400E+01  0.3835E+03
 -2.720  0.2249E+01  0.3836E+03
 -2.700  0.2076E+01  0.3836E+03
 -2.680  0.1894E+01  0.3836E+03
 -2.660  0.1717E+01  0.3837E+03
 -2.640  0.1560E+01  0.3837E+03
 -2.620  0.1434E+01  0.3837E+03
 -2.600  0.1343E+01  0.3838E+03
 -2.580  0.1284E+01  0.3838E+03
 -2.560  0.1247E+01  0.3838E+03
 -2.540  0.1218E+01  0.3838E+03
 -2.520  0.1183E+01  0.3839E+03
 -2.500  0.1131E+01  0.3839E+03
 -2.480  0.1055E+01  0.3839E+03
 -2.460  0.9540E+00  0.3839E+03
 -2.440  0.8342E+00  0.3839E+03
 -2.420  0.7047E+00  0.3840E+03
 -2.400  0.5769E+00  0.3840E+03
 -2.380  0.4620E+00  0.3840E+03
 -2.360  0.3696E+00  0.3840E+03
 -2.340  0.3070E+00  0.3840E+03
 -2.320  0.2785E+00  0.3840E+03
 -2.300  0.2863E+00  0.3840E+03
 -2.280  0.3297E+00  0.3840E+03
 -2.260  0.4058E+00  0.3840E+03
 -2.240  0.5091E+00  0.3840E+03
 -2.220  0.6314E+00  0.3840E+03
 -2.200  0.7625E+00  0.3841E+03
 -2.180  0.8911E+00  0.3841E+03
 -2.160  0.1007E+01  0.3841E+03
 -2.140  0.1102E+01  0.3841E+03
 -2.120  0.1173E+01  0.3841E+03
 -2.100  0.1224E+01  0.3842E+03
 -2.080  0.1264E+01  0.3842E+03
 -2.060  0.1305E+01  0.3842E+03
 -2.040  0.1362E+01  0.3842E+03
 -2.020  0.1445E+01  0.3843E+03
 -2.000  0.1561E+01  0.3843E+03
 -1.980  0.1710E+01  0.3843E+03
 -1.960  0.1884E+01  0.3844E+03
 -1.940  0.2070E+01  0.3844E+03
 -1.920  0.2254E+01  0.3845E+03
 -1.900  0.2424E+01  0.3845E+03
 -1.880  0.2571E+01  0.3846E+03
 -1.860  0.2693E+01  0.3846E+03
 -1.840  0.2795E+01  0.3847E+03
 -1.820  0.2884E+01  0.3847E+03
 -1.800  0.2967E+01  0.3848E+03
 -1.780  0.3054E+01  0.3849E+03
 -1.760  0.3148E+01  0.3849E+03
 -1.740  0.3250E+01  0.3850E+03
 -1.720  0.3359E+01  0.3850E+03
 -1.700  0.3472E+01  0.3851E+03
 -1.680  0.3590E+01  0.3852E+03
 -1.660  0.3716E+01  0.3853E+03
 -1.640  0.3855E+01  0.3853E+03
 -1.620  0.4014E+01  0.3854E+03
 -1.600  0.4197E+01  0.3855E+03
 -1.580  0.4404E+01  0.3856E+03
 -1.560  0.4628E+01  0.3857E+03
 -1.540  0.4857E+01  0.3858E+03
 -1.520  0.5075E+01  0.3859E+03
 -1.500  0.5266E+01  0.3860E+03
 -1.480  0.5420E+01  0.3861E+03
 -1.460  0.5533E+01  0.3862E+03
 -1.440  0.5611E+01  0.3863E+03
 -1.420  0.5669E+01  0.3864E+03
 -1.400  0.5725E+01  0.3865E+03
 -1.380  0.5800E+01  0.3867E+03
 -1.360  0.5912E+01  0.3868E+03
 -1.340  0.6071E+01  0.3869E+03
 -1.320  0.6283E+01  0.3870E+03
 -1.300  0.6546E+01  0.3872E+03
 -1.280  0.6854E+01  0.3873E+03
 -1.260  0.7196E+01  0.3874E+03
 -1.240  0.7557E+01  0.3876E+03
 -1.220  0.7919E+01  0.3878E+03
 -1.200  0.8265E+01  0.3879E+03
 -1.180  0.8577E+01  0.3881E+03
 -1.160  0.8842E+01  0.3883E+03
 -1.140  0.9054E+01  0.3884E+03
 -1.120  0.9217E+01  0.3886E+03
 -1.100  0.9346E+01  0.3888E+03
 -1.080  0.9463E+01  0.3890E+03
 -1.060  0.9601E+01  0.3892E+03
 -1.040  0.9792E+01  0.3894E+03
 -1.020  0.1007E+02  0.3896E+03
 -1.000  0.1045E+02  0.3898E+03
 -0.980  0.1096E+02  0.3900E+03
 -0.960  0.1160E+02  0.3903E+03
 -0.940  0.1234E+02  0.3905E+03
 -0.920  0.1318E+02  0.3908E+03
 -0.900  0.1407E+02  0.3910E+03
 -0.880  0.1500E+02  0.3913E+03
 -0.860  0.1595E+02  0.3917E+03
 -0.840  0.1691E+02  0.3920E+03
 -0.820  0.1790E+02  0.3924E+03
 -0.800  0.1894E+02  0.3927E+03
 -0.780  0.2006E+02  0.3931E+03
 -0.760  0.2128E+02  0.3936E+03
 -0.740  0.2259E+02  0.3940E+03
 -0.720  0.2397E+02  0.3945E+03
 -0.700  0.2536E+02  0.3950E+03
 -0.680  0.2668E+02  0.3955E+03
 -0.660  0.2785E+02  0.3961E+03
 -0.640  0.2877E+02  0.3967E+03
 -0.620  0.2937E+02  0.3973E+03
 -0.600  0.2964E+02  0.3979E+03
 -0.580  0.2955E+02  0.3984E+03
 -0.560  0.2915E+02  0.3990E+03
 -0.540  0.2850E+02  0.3996E+03
 -0.520  0.2767E+02  0.4002E+03
 -0.500  0.2672E+02  0.4007E+03
 -0.480  0.2572E+02  0.4012E+03
 -0.460  0.2472E+02  0.4017E+03
 -0.440  0.2374E+02  0.4022E+03
 -0.420  0.2280E+02  0.4026E+03
 -0.400  0.2191E+02  0.4031E+03
 -0.380  0.2108E+02  0.4035E+03
 -0.360  0.2032E+02  0.4039E+03
 -0.340  0.1964E+02  0.4043E+03
 -0.320  0.1907E+02  0.4047E+03
 -0.300  0.1862E+02  0.4050E+03
 -0.280  0.1830E+02  0.4054E+03
 -0.260  0.1812E+02  0.4058E+03
 -0.240  0.1804E+02  0.4061E+03
 -0.220  0.1804E+02  0.4065E+03
 -0.200  0.1806E+02  0.4068E+03
 -0.180  0.1806E+02  0.4072E+03
 -0.160  0.1799E+02  0.4076E+03
 -0.140  0.1782E+02  0.4079E+03
 -0.120  0.1754E+02  0.4083E+03
 -0.100  0.1718E+02  0.4086E+03
 -0.080  0.1674E+02  0.4090E+03
 -0.060  0.1629E+02  0.4093E+03
 -0.040  0.1585E+02  0.4096E+03
 -0.020  0.1547E+02  0.4099E+03
  0.000  0.1518E+02  0.4102E+03
  0.020  0.1498E+02  0.4105E+03
  0.040  0.1489E+02  0.4108E+03
  0.060  0.1487E+02  0.4111E+03
  0.080  0.1490E+02  0.4114E+03
  0.100  0.1495E+02  0.4117E+03
  0.120  0.1501E+02  0.4120E+03
  0.140  0.1504E+02  0.4123E+03
  0.160  0.1503E+02  0.4126E+03
  0.180  0.1499E+02  0.4129E+03
  0.200  0.1490E+02  0.4132E+03
  0.220  0.1478E+02  0.4135E+03
  0.240  0.1463E+02  0.4138E+03
  0.260  0.1444E+02  0.4141E+03
  0.280  0.1424E+02  0.4144E+03
  0.300  0.1402E+02  0.4146E+03
  0.320  0.1380E+02  0.4149E+03
  0.340  0.1359E+02  0.4152E+03
  0.360  0.1342E+02  0.4155E+03
  0.380  0.1328E+02  0.4157E+03
  0.400  0.1320E+02  0.4160E+03
  0.420  0.1317E+02  0.4163E+03
  0.440  0.1318E+02  0.4165E+03
  0.460  0.1322E+02  0.4168E+03
  0.480  0.1328E+02  0.4170E+03
  0.500  0.1333E+02  0.4173E+03
  0.520  0.1335E+02  0.4176E+03
  0.540  0.1333E+02  0.4178E+03
  0.560  0.1326E+02  0.4181E+03
  0.580  0.1314E+02  0.4184E+03
  0.600  0.1296E+02  0.4186E+03
  0.620  0.1276E+02  0.4189E+03
  0.640  0.1256E+02  0.4191E+03
  0.660  0.1238E+02  0.4194E+03
  0.680  0.1226E+02  0.4196E+03
  0.700  0.1222E+02  0.4199E+03
  0.720  0.1228E+02  0.4201E+03
  0.740  0.1245E+02  0.4204E+03
  0.760  0.1273E+02  0.4206E+03
  0.780  0.1311E+02  0.4209E+03
  0.800  0.1358E+02  0.4212E+03
  0.820  0.1412E+02  0.4214E+03
  0.840  0.1471E+02  0.4217E+03
  0.860  0.1534E+02  0.4220E+03
  0.880  0.1600E+02  0.4224E+03
  0.900  0.1666E+02  0.4227E+03
  0.920  0.1731E+02  0.4230E+03
  0.940  0.1793E+02  0.4234E+03
  0.960  0.1853E+02  0.4238E+03
  0.980  0.1909E+02  0.4242E+03
  1.000  0.1962E+02  0.4245E+03
  1.020  0.2013E+02  0.4249E+03
  1.040  0.2061E+02  0.4254E+03
  1.060  0.2107E+02  0.4258E+03
  1.080  0.2149E+02  0.4262E+03
  1.100  0.2187E+02  0.4267E+03
  1.120  0.2219E+02  0.4271E+03
  1.140  0.2242E+02  0.4275E+03
  1.160  0.2256E+02  0.4280E+03
  1.180  0.2261E+02  0.4284E+03
  1.200  0.2256E+02  0.4289E+03
  1.220  0.2245E+02  0.4293E+03
  1.240  0.2228E+02  0.4298E+03
  1.260  0.2209E+02  0.4302E+03
  1.280  0.2190E+02  0.4307E+03
  1.300  0.2172E+02  0.4311E+03
  1.320  0.2156E+02  0.4315E+03
  1.340  0.2143E+02  0.4320E+03
  1.360  0.2132E+02  0.4324E+03
  1.380  0.2124E+02  0.4328E+03
  1.400  0.2119E+02  0.4332E+03
  1.420  0.2118E+02  0.4337E+03
  1.440  0.2123E+02  0.4341E+03
  1.460  0.2134E+02  0.4345E+03
  1.480  0.2154E+02  0.4349E+03
  1.500  0.2183E+02  0.4354E+03
  1.520  0.2225E+02  0.4358E+03
  1.540  0.2278E+02  0.4363E+03
  1.560  0.2343E+02  0.4368E+03
  1.580  0.2418E+02  0.4372E+03
  1.600  0.2502E+02  0.4377E+03
  1.620  0.2590E+02  0.4383E+03
  1.640  0.2678E+02  0.4388E+03
  1.660  0.2762E+02  0.4393E+03
  1.680  0.2838E+02  0.4399E+03
  1.700  0.2901E+02  0.4405E+03
  1.720  0.2950E+02  0.4411E+03
  1.740  0.2984E+02  0.4417E+03
  1.760  0.3005E+02  0.4423E+03
  1.780  0.3014E+02  0.4429E+03
  1.800  0.3017E+02  0.4435E+03
  1.820  0.3017E+02  0.4441E+03
  1.840  0.3019E+02  0.4447E+03
  1.860  0.3026E+02  0.4453E+03
  1.880  0.3041E+02  0.4459E+03
  1.900  0.3064E+02  0.4465E+03
  1.920  0.3093E+02  0.4471E+03
  1.940  0.3126E+02  0.4478E+03
  1.960  0.3158E+02  0.4484E+03
  1.980  0.3185E+02  0.4490E+03
  2.000  0.3205E+02  0.4497E+03
  2.020  0.3213E+02  0.4503E+03
  2.040  0.3208E+02  0.4510E+03
  2.060  0.3189E+02  0.4516E+03
  2.080  0.3156E+02  0.4522E+03
  2.100  0.3111E+02  0.4528E+03
  2.120  0.3054E+02  0.4535E+03
  2.140  0.2986E+02  0.4541E+03
  2.160  0.2907E+02  0.4546E+03
  2.180  0.2816E+02  0.4552E+03
  2.200  0.2713E+02  0.4557E+03
  2.220  0.2597E+02  0.4563E+03
  2.240  0.2465E+02  0.4568E+03
  2.260  0.2318E+02  0.4572E+03
  2.280  0.2155E+02  0.4576E+03
  2.300  0.1977E+02  0.4580E+03
  2.320  0.1785E+02  0.4584E+03
  2.340  0.1582E+02  0.4587E+03
  2.360  0.1375E+02  0.4590E+03
  2.380  0.1168E+02  0.4592E+03
  2.400  0.9675E+01  0.4594E+03
  2.420  0.7806E+01  0.4596E+03
  2.440  0.6122E+01  0.4597E+03
  2.460  0.4658E+01  0.4598E+03
  2.480  0.3434E+01  0.4599E+03
  2.500  0.2450E+01  0.4599E+03
  2.520  0.1690E+01  0.4599E+03
  2.540  0.1126E+01  0.4600E+03
  2.560  0.7235E+00  0.4600E+03
  2.580  0.4484E+00  0.4600E+03
  2.600  0.2678E+00  0.4600E+03
